rank,sample_id,group,teacher_dice,student_dice,dice_gap,teacher_iou,student_iou,teacher_acc,student_acc,teacher_hd95,student_hd95,hd95_gap
1994,3686,medium,0.8540,0.8431,0.0109,0.7452,0.7288,0.8994,0.8811,6.00,10.20,4.20
1995,1527,medium,0.9047,0.8938,0.0109,0.8259,0.8080,0.9911,0.9911,2.00,2.13,0.13
1996,1068,medium,0.8932,0.8824,0.0109,0.8070,0.7895,0.9646,0.9545,1.00,1.29,0.29
1997,2740,medium,0.6694,0.6585,0.0108,0.5030,0.4909,0.7515,0.7455,6.05,5.93,-0.12
1998,2002,medium,0.8489,0.8381,0.0108,0.7374,0.7213,0.9130,0.8938,4.12,5.10,0.98
1999,3470,medium,0.9073,0.8966,0.0108,0.8304,0.8125,0.9437,0.9193,3.00,2.87,-0.13
2000,1517,medium,0.9199,0.9091,0.0108,0.8516,0.8333,0.9390,0.9323,2.24,2.80,0.56
2001,3261,medium,0.8167,0.8059,0.0108,0.6902,0.6749,0.8459,0.8391,9.00,9.15,0.15
2002,4337,medium,0.0108,0.0000,0.0108,0.0054,0.0000,0.5330,0.5000,18.93,75.48,56.54
2003,4339,medium,0.0108,0.0000,0.0108,0.0054,0.0000,0.5330,0.5000,19.44,8.54,-10.89
2004,1137,medium,0.8014,0.7907,0.0107,0.6687,0.6538,0.8592,0.8301,3.36,3.61,0.24
2005,2298,medium,0.8952,0.8844,0.0107,0.8103,0.7928,0.9228,0.9131,7.45,7.81,0.36
2006,1268,medium,0.8174,0.8066,0.0107,0.6911,0.6759,0.9020,0.8875,11.29,12.08,0.80
2007,2306,medium,0.8980,0.8873,0.0107,0.8149,0.7975,0.9150,0.9093,6.00,5.83,-0.17
2008,1605,medium,0.9451,0.9345,0.0106,0.8960,0.8770,0.9602,0.9530,1.79,2.00,0.21
2009,2576,medium,0.8329,0.8222,0.0106,0.7136,0.6981,0.8570,0.8493,16.49,17.06,0.57
2010,3523,medium,0.8571,0.8465,0.0106,0.7500,0.7339,0.8907,0.8823,2.00,2.00,0.00
2011,2536,medium,0.0105,0.0000,0.0105,0.0053,0.0000,0.5061,0.5000,73.89,140.50,66.61
2012,2467,medium,0.9403,0.9298,0.0105,0.8873,0.8688,0.9480,0.9373,5.00,5.00,0.00
2013,3588,medium,0.8648,0.8543,0.0105,0.7618,0.7456,0.9921,0.9883,4.01,4.47,0.46
2014,582,medium,0.9244,0.9139,0.0105,0.8594,0.8414,0.9872,0.9710,1.35,1.41,0.06
2015,2300,medium,0.9104,0.8999,0.0105,0.8356,0.8181,0.9295,0.9196,18.43,19.10,0.68
2016,4089,medium,0.8754,0.8649,0.0105,0.7784,0.7620,0.9049,0.9526,5.39,5.66,0.27
2017,3263,medium,0.7793,0.7688,0.0105,0.6384,0.6244,0.8192,0.8144,10.63,10.16,-0.47
2018,823,medium,0.8479,0.8374,0.0105,0.7359,0.7203,0.9195,0.8936,5.83,6.57,0.74
2019,2738,medium,0.6931,0.6826,0.0104,0.5303,0.5182,0.7652,0.7591,5.53,5.66,0.12
2020,2473,medium,0.8522,0.8418,0.0104,0.7424,0.7268,0.8725,0.8639,7.70,8.05,0.35
2021,3260,medium,0.8227,0.8123,0.0104,0.6988,0.6839,0.8494,0.8420,8.00,8.00,0.00
2022,1552,medium,0.7531,0.7428,0.0104,0.6040,0.5908,0.9368,0.9324,8.06,7.81,-0.25
2023,2182,medium,0.0103,0.0000,0.0103,0.0052,0.0000,0.5344,0.4989,47.19,62.55,15.36
2024,3413,medium,0.8699,0.8596,0.0103,0.7698,0.7537,0.9458,0.9208,1.50,2.05,0.55
2025,2598,medium,0.8666,0.8562,0.0103,0.7645,0.7486,0.8823,0.8743,7.67,8.40,0.72
2026,3254,medium,0.8082,0.7979,0.0103,0.6781,0.6637,0.8391,0.8318,9.15,9.00,-0.15
2027,3854,medium,0.8278,0.8175,0.0103,0.7063,0.6914,0.9955,0.9911,2.24,2.24,0.00
2028,2581,medium,0.8675,0.8572,0.0103,0.7660,0.7501,0.8832,0.8752,12.60,13.17,0.57
2029,2569,medium,0.8643,0.8540,0.0103,0.7611,0.7452,0.9056,0.8889,11.69,12.67,0.97
2030,3190,medium,0.8815,0.8712,0.0103,0.7881,0.7718,0.8975,0.8884,5.06,5.64,0.58
2031,725,medium,0.8988,0.8885,0.0103,0.8161,0.7994,0.9202,0.9103,5.39,5.29,-0.10
2032,2354,medium,0.0103,0.0000,0.0103,0.0052,0.0000,0.5106,0.5000,147.36,28.26,-119.10
2033,2343,medium,0.8976,0.8874,0.0103,0.8143,0.7976,0.9122,0.9070,2.24,2.83,0.59
2034,4287,medium,0.9415,0.9313,0.0102,0.8895,0.8714,0.9531,0.9450,17.26,17.90,0.63
2035,883,medium,0.9507,0.9405,0.0102,0.9061,0.8877,0.9878,0.9851,2.91,3.16,0.26
2036,450,medium,0.8900,0.8798,0.0102,0.8018,0.7853,0.9163,0.9135,7.21,7.65,0.44
2037,2271,medium,0.9202,0.9100,0.0102,0.8522,0.8349,0.9273,0.9206,3.30,4.06,0.77
2038,3610,medium,0.9324,0.9223,0.0101,0.8734,0.8557,0.9439,0.9307,1.00,1.41,0.41
2039,645,medium,0.8536,0.8434,0.0101,0.7446,0.7293,0.9152,0.9465,4.12,5.76,1.64
2040,2400,medium,0.9650,0.9549,0.0101,0.9323,0.9136,0.9756,0.9629,1.00,1.31,0.31
2041,3885,medium,0.7215,0.7114,0.0101,0.5643,0.5521,0.7992,0.7877,30.77,31.63,0.86
2042,1700,medium,0.6863,0.6762,0.0101,0.5224,0.5108,0.9322,0.8985,2.00,2.20,0.20
2043,2593,medium,0.8738,0.8638,0.0100,0.7759,0.7603,0.8879,0.8801,8.49,8.94,0.46
2044,2395,medium,0.9547,0.9448,0.0100,0.9134,0.8953,0.9575,0.9485,1.00,1.14,0.14
2045,695,medium,0.9614,0.9514,0.0100,0.9256,0.9074,0.9712,0.9603,2.24,2.83,0.59
2046,828,medium,0.8818,0.8718,0.0099,0.7885,0.7728,0.9393,0.9066,5.00,7.06,2.06
2047,3303,medium,0.6512,0.6412,0.0099,0.4828,0.4719,0.7837,0.7837,7.60,8.01,0.41
2048,2652,medium,0.7297,0.7198,0.0099,0.5745,0.5622,0.7911,0.7830,32.76,33.31,0.55
2049,210,medium,0.8210,0.8111,0.0099,0.6963,0.6822,0.9747,0.9444,1.41,2.00,0.59
2050,1244,medium,0.9118,0.9019,0.0099,0.8380,0.8214,0.9260,0.9157,5.00,5.00,0.00
2051,2945,medium,0.7719,0.7620,0.0099,0.6286,0.6156,0.8657,0.8384,4.52,3.61,-0.92
2052,1663,medium,0.9010,0.8911,0.0099,0.8198,0.8036,0.9871,0.9724,1.79,2.00,0.21
2053,1708,medium,0.9375,0.9276,0.0099,0.8824,0.8650,0.9786,0.9500,1.41,1.41,0.00
2054,1266,medium,0.7963,0.7864,0.0099,0.6615,0.6480,0.8786,0.8739,11.67,12.02,0.35
2055,782,medium,0.9491,0.9392,0.0099,0.9031,0.8854,0.9636,0.9529,1.74,2.00,0.26
2056,4083,medium,0.8388,0.8289,0.0098,0.7223,0.7078,0.8780,0.8667,8.00,8.00,0.00
2057,3194,medium,0.8257,0.8159,0.0098,0.7032,0.6890,0.8516,0.8445,7.21,7.35,0.14
2058,1380,medium,0.9472,0.9374,0.0098,0.8997,0.8822,0.9708,0.9475,1.00,1.41,0.41
2059,1407,medium,0.8629,0.8531,0.0097,0.7588,0.7438,0.9645,0.9645,2.96,3.15,0.19
2060,4133,medium,0.8785,0.8688,0.0097,0.7833,0.7680,0.9053,0.8950,7.60,7.62,0.02
2061,1547,medium,0.8668,0.8571,0.0097,0.7649,0.7500,0.9382,0.9348,2.21,2.24,0.02
2062,7,medium,0.9206,0.9109,0.0097,0.8529,0.8364,0.9329,0.9253,6.10,6.10,0.00
2063,933,medium,0.8374,0.8277,0.0097,0.7203,0.7061,0.9757,0.9642,6.59,6.71,0.12
2064,4145,medium,0.8442,0.8346,0.0097,0.7305,0.7161,0.8676,0.8603,10.11,10.00,-0.11
2065,4460,medium,0.8327,0.8231,0.0097,0.7134,0.6993,0.8804,0.8683,14.00,14.35,0.35
2066,3793,medium,0.7690,0.7593,0.0097,0.6246,0.6120,0.9397,0.9018,8.06,9.85,1.79
2067,1389,medium,0.8200,0.8103,0.0096,0.6949,0.6812,0.9256,0.9233,3.25,3.23,-0.02
2068,3077,medium,0.0095,0.0000,0.0095,0.0048,0.0000,0.5287,0.4997,38.08,63.05,24.97
2069,149,medium,0.9333,0.9238,0.0095,0.8750,0.8584,0.9579,0.9532,1.00,1.00,0.00
2070,1881,medium,0.1542,0.1447,0.0094,0.0835,0.0780,0.5475,0.5447,43.65,44.48,0.83
2071,426,medium,0.9450,0.9355,0.0094,0.8957,0.8789,0.9603,0.9517,4.08,3.90,-0.18
2072,4272,medium,0.9433,0.9339,0.0094,0.8927,0.8760,0.9639,0.9508,4.47,6.00,1.53
2073,74,medium,0.8071,0.7977,0.0094,0.6766,0.6635,0.8736,0.8791,23.12,23.12,0.00
2074,4073,medium,0.7778,0.7683,0.0094,0.6364,0.6238,0.9097,0.9007,10.56,6.14,-4.41
2075,516,medium,0.9572,0.9478,0.0094,0.9180,0.9008,0.9744,0.9646,2.83,3.61,0.78
2076,1156,medium,0.7379,0.7285,0.0094,0.5846,0.5729,0.8048,0.7941,5.00,5.41,0.41
2077,4280,medium,0.9544,0.9451,0.0093,0.9127,0.8958,0.9650,0.9532,5.00,7.00,2.00
2078,93,medium,0.8735,0.8642,0.0093,0.7755,0.7609,0.9189,0.9020,9.79,8.00,-1.79
2079,847,medium,0.9044,0.8951,0.0093,0.8254,0.8101,0.9350,0.9356,4.08,4.08,0.00
2080,523,medium,0.9243,0.9151,0.0093,0.8593,0.8434,0.9518,0.9410,3.00,3.00,0.00
2081,3496,medium,0.9324,0.9231,0.0093,0.8733,0.8572,0.9906,0.9674,4.00,5.00,1.00
2082,2450,medium,0.8289,0.8196,0.0092,0.7077,0.6943,0.8603,0.8525,13.29,13.86,0.57
2083,2468,medium,0.9326,0.9233,0.0092,0.8736,0.8576,0.9397,0.9309,5.00,5.00,0.00
2084,3933,medium,0.8953,0.8861,0.0092,0.8105,0.7955,0.9787,0.9806,1.41,1.41,0.00
2085,4390,medium,0.2387,0.2296,0.0092,0.1355,0.1297,0.6775,0.6429,26.52,25.38,-1.15
2086,1970,medium,0.3298,0.3207,0.0091,0.1975,0.1909,0.6072,0.6020,31.04,31.05,0.01
2087,3955,medium,0.9271,0.9180,0.0091,0.8641,0.8484,0.9817,0.9832,1.12,1.59,0.47
2088,3358,medium,0.7271,0.7180,0.0091,0.5713,0.5601,0.9816,0.9865,9.04,10.00,0.96
2089,60,medium,0.9600,0.9509,0.0091,0.9231,0.9064,0.9615,0.9551,1.00,1.00,0.00
2090,1504,medium,0.9668,0.9577,0.0091,0.9357,0.9188,0.9772,0.9638,2.00,2.24,0.24
2091,797,medium,0.9526,0.9436,0.0091,0.9096,0.8932,0.9731,0.9663,1.00,1.41,0.41
2092,1252,medium,0.8551,0.8460,0.0091,0.7468,0.7331,0.8950,0.8877,7.28,9.02,1.74
2093,3990,medium,0.7402,0.7312,0.0090,0.5876,0.5763,0.7938,0.7881,4.47,4.40,-0.07
2094,1793,medium,0.7442,0.7352,0.0090,0.5926,0.5813,0.8243,0.8142,5.66,5.72,0.06
2095,1505,medium,0.9018,0.8928,0.0090,0.8212,0.8064,0.9887,0.9832,3.90,3.61,-0.30
2096,414,medium,0.8807,0.8717,0.0090,0.7869,0.7726,0.9193,0.9061,3.36,3.61,0.24
2097,3314,medium,0.7160,0.7071,0.0090,0.5577,0.5469,0.8085,0.7792,5.07,6.08,1.01
2098,125,medium,0.8491,0.8402,0.0089,0.7378,0.7244,0.9469,0.9342,2.00,2.00,0.00
2099,1222,medium,0.9482,0.9393,0.0089,0.9016,0.8856,0.9800,0.9706,1.41,1.41,0.00
2100,2480,medium,0.7065,0.6976,0.0089,0.5462,0.5357,0.8211,0.8026,7.81,8.51,0.70
2101,1212,medium,0.9454,0.9365,0.0089,0.8964,0.8806,0.9768,0.9645,1.41,2.00,0.59
2102,3927,medium,0.8955,0.8867,0.0089,0.8108,0.7964,0.9908,0.9835,1.79,2.00,0.21
2103,1640,medium,0.8856,0.8768,0.0088,0.7947,0.7806,0.9575,0.9636,1.41,1.41,0.00
2104,574,medium,0.9703,0.9615,0.0088,0.9424,0.9258,0.9829,0.9682,1.00,1.00,0.00
2105,1087,medium,0.8744,0.8656,0.0088,0.7768,0.7630,0.9239,0.9176,4.00,4.00,0.00
2106,4233,medium,0.6695,0.6607,0.0088,0.5032,0.4933,0.8979,0.8775,2.24,2.53,0.30
2107,3813,medium,0.8889,0.8801,0.0088,0.8000,0.7858,0.9681,0.9284,4.04,3.61,-0.43
2108,3821,medium,0.8717,0.8629,0.0088,0.7726,0.7589,0.9346,0.9126,7.27,9.22,1.95
2109,1705,medium,0.8993,0.8905,0.0088,0.8170,0.8027,0.9410,0.9221,5.83,6.32,0.49
2110,3426,medium,0.8549,0.8462,0.0087,0.7466,0.7333,0.8949,0.8985,2.00,1.41,-0.59
2111,567,medium,0.8122,0.8035,0.0087,0.6838,0.6715,0.9649,0.9599,2.24,2.04,-0.20
2112,1997,medium,0.8235,0.8148,0.0087,0.7000,0.6875,0.9516,0.9435,1.41,1.00,-0.41
2113,1203,medium,0.9212,0.9125,0.0087,0.8539,0.8391,0.9872,0.9679,1.00,1.00,0.00
2114,3494,medium,0.9350,0.9263,0.0087,0.8780,0.8628,0.9741,0.9563,4.16,5.06,0.90
2115,244,medium,0.9266,0.9179,0.0087,0.8632,0.8483,0.9724,0.9578,2.00,2.05,0.05
2116,171,medium,0.7500,0.7413,0.0087,0.6000,0.5890,0.8117,0.8009,6.94,7.13,0.19
2117,1138,medium,0.7831,0.7745,0.0087,0.6436,0.6319,0.8482,0.8250,7.21,7.27,0.06
2118,711,medium,0.9566,0.9480,0.0086,0.9169,0.9011,0.9792,0.9626,2.24,2.00,-0.24
2119,3894,medium,0.4664,0.4578,0.0086,0.3041,0.2968,0.6919,0.6859,38.15,38.26,0.12
2120,1704,medium,0.9204,0.9118,0.0086,0.8525,0.8378,0.9542,0.9428,1.41,1.79,0.38
2121,2183,medium,0.6957,0.6871,0.0086,0.5334,0.5233,0.9204,0.9022,10.31,14.16,3.85
2122,2353,medium,0.9050,0.8964,0.0086,0.8265,0.8123,0.9584,0.9490,1.41,2.00,0.59
2123,3474,medium,0.8925,0.8839,0.0086,0.8059,0.7920,0.9232,0.9066,8.77,9.02,0.26
2124,2383,medium,0.9484,0.9398,0.0086,0.9018,0.8864,0.9610,0.9498,1.00,1.00,0.00
2125,3275,medium,0.2655,0.2570,0.0086,0.1531,0.1474,0.5989,0.5957,19.81,19.26,-0.54
2126,28,medium,0.9171,0.9086,0.0085,0.8469,0.8325,0.9321,0.9219,5.00,5.35,0.35
2127,1973,medium,0.3610,0.3525,0.0085,0.2203,0.2140,0.6173,0.6080,26.19,26.20,0.01
2128,2044,medium,0.8875,0.8790,0.0085,0.7978,0.7841,0.9383,0.9259,1.00,1.00,0.00
2129,2952,medium,0.7885,0.7800,0.0085,0.6508,0.6393,0.9170,0.8734,3.16,3.63,0.46
2130,2380,medium,0.9606,0.9522,0.0085,0.9243,0.9087,0.9657,0.9579,1.00,1.00,0.00
2131,3807,medium,0.8695,0.8610,0.0084,0.7691,0.7560,0.9905,0.9886,6.35,5.83,-0.52
2132,4261,medium,0.9489,0.9405,0.0084,0.9028,0.8876,0.9555,0.9464,4.00,5.00,1.00
2133,2285,medium,0.9439,0.9355,0.0084,0.8938,0.8789,0.9561,0.9488,3.15,3.16,0.02
2134,577,medium,0.9540,0.9456,0.0084,0.9121,0.8969,0.9788,0.9663,1.00,1.00,0.00
2135,3520,medium,0.8811,0.8727,0.0084,0.7875,0.7742,0.9118,0.8922,2.00,2.00,0.00
2136,482,medium,0.9209,0.9126,0.0084,0.8535,0.8392,0.9535,0.9405,7.01,7.75,0.74
2137,1164,medium,0.8399,0.8315,0.0083,0.7239,0.7116,0.9154,0.9025,16.14,16.04,-0.10
2138,72,medium,0.7547,0.7464,0.0083,0.6061,0.5954,0.8649,0.8758,25.16,25.16,0.00
2139,107,medium,0.8846,0.8763,0.0083,0.7931,0.7798,0.9476,0.9340,9.22,9.34,0.13
2140,4251,medium,0.9552,0.9469,0.0083,0.9142,0.8992,0.9652,0.9541,4.00,6.00,2.00
2141,163,medium,0.9510,0.9428,0.0083,0.9066,0.8917,0.9693,0.9563,1.00,1.41,0.41
2142,424,medium,0.9331,0.9248,0.0083,0.8746,0.8602,0.9520,0.9510,3.16,3.30,0.13
2143,1579,medium,0.8230,0.8148,0.0082,0.6993,0.6875,0.9761,0.9714,2.47,2.90,0.42
2144,1595,medium,0.9406,0.9324,0.0082,0.8879,0.8734,0.9781,0.9745,2.00,2.00,0.00
2145,2788,medium,0.9021,0.8939,0.0082,0.8217,0.8082,0.9118,0.9046,6.08,6.40,0.32
2146,327,medium,0.7955,0.7874,0.0082,0.6605,0.6493,0.8885,0.8722,5.76,6.33,0.57
2147,3929,medium,0.8889,0.8807,0.0082,0.8000,0.7868,0.9864,0.9844,1.79,2.00,0.21
2148,2180,medium,0.0082,0.0000,0.0082,0.0041,0.0000,0.5255,0.4991,44.62,61.70,17.07
2149,2906,medium,0.6738,0.6656,0.0082,0.5081,0.4988,0.7570,0.7523,9.22,9.60,0.38
2150,4219,medium,0.7609,0.7527,0.0081,0.6140,0.6035,0.8070,0.8018,7.36,7.98,0.62
2151,242,medium,0.9265,0.9183,0.0081,0.8630,0.8490,0.9503,0.9380,2.97,3.61,0.63
2152,3940,medium,0.9062,0.8981,0.0080,0.8284,0.8151,0.9710,0.9770,1.97,2.00,0.03
2153,1959,medium,0.4921,0.4840,0.0080,0.3263,0.3193,0.6632,0.6596,19.07,19.10,0.03
2154,2595,medium,0.8645,0.8565,0.0080,0.7614,0.7490,0.8807,0.8745,8.54,8.67,0.13
2155,3690,medium,0.8377,0.8297,0.0080,0.7208,0.7090,0.9121,0.8824,10.00,10.81,0.81
2156,4319,medium,0.5337,0.5257,0.0079,0.3640,0.3566,0.6820,0.6783,8.00,8.00,0.00
2157,1669,medium,0.8972,0.8893,0.0079,0.8136,0.8007,0.9783,0.9675,1.41,2.24,0.82
2158,2469,medium,0.9179,0.9099,0.0079,0.8482,0.8348,0.9251,0.9181,5.56,5.27,-0.29
2159,3798,medium,0.8046,0.7967,0.0079,0.6731,0.6621,0.9492,0.9317,5.39,5.66,0.27
2160,194,medium,0.8910,0.8831,0.0079,0.8035,0.7907,0.9664,0.9563,1.74,1.41,-0.32
2161,294,medium,0.9533,0.9454,0.0079,0.9108,0.8964,0.9882,0.9778,2.00,2.00,0.00
2162,1603,medium,0.9408,0.9329,0.0079,0.8882,0.8742,0.9576,0.9494,6.08,4.74,-1.35
2163,4273,medium,0.9431,0.9352,0.0079,0.8923,0.8782,0.9511,0.9432,7.00,7.07,0.07
2164,4232,medium,0.8186,0.8107,0.0079,0.6929,0.6816,0.8464,0.8408,5.00,5.00,0.00
2165,1236,medium,0.9645,0.9567,0.0079,0.9315,0.9169,0.9832,0.9705,2.00,2.00,0.00
2166,1346,medium,0.8447,0.8368,0.0079,0.7311,0.7194,0.8734,0.8719,14.54,14.58,0.04
2167,1085,medium,0.8204,0.8126,0.0079,0.6955,0.6843,0.8901,0.8901,5.00,4.47,-0.53
2168,2596,medium,0.8758,0.8679,0.0078,0.7790,0.7667,0.8902,0.8843,7.75,8.06,0.31
2169,525,medium,0.9364,0.9285,0.0078,0.8804,0.8666,0.9556,0.9439,3.27,3.61,0.33
2170,101,medium,0.8872,0.8794,0.0078,0.7973,0.7847,0.9412,0.9401,5.39,5.00,-0.39
2171,441,medium,0.8832,0.8754,0.0078,0.7908,0.7784,0.9770,0.9673,4.20,4.24,0.04
2172,3766,medium,0.4698,0.4620,0.0078,0.3070,0.3004,0.9322,0.8848,12.73,17.12,4.40
2173,927,medium,0.6322,0.6244,0.0078,0.4623,0.4540,0.9696,0.9709,12.00,12.00,0.00
2174,1115,medium,0.7881,0.7803,0.0078,0.6503,0.6398,0.8292,0.8199,2.99,2.24,-0.76
2175,1405,medium,0.8789,0.8711,0.0078,0.7840,0.7717,0.9815,0.9678,2.80,2.24,-0.56
2176,1113,medium,0.7382,0.7304,0.0078,0.5850,0.5753,0.7965,0.7897,4.95,4.95,0.00
2177,2397,medium,0.9742,0.9664,0.0078,0.9496,0.9350,0.9774,0.9684,1.00,1.00,0.00
2178,153,medium,0.8190,0.8113,0.0077,0.6935,0.6825,0.8981,0.8981,4.43,4.25,-0.18
2179,527,medium,0.9339,0.9263,0.0077,0.8761,0.8626,0.9561,0.9423,3.61,3.61,0.00
2180,1214,medium,0.9474,0.9398,0.0077,0.9001,0.8864,0.9877,0.9749,1.41,1.41,0.00
2181,3613,medium,0.8566,0.8489,0.0077,0.7492,0.7375,0.9912,0.9804,2.00,2.00,0.00
2182,4249,medium,0.9496,0.9420,0.0076,0.9041,0.8904,0.9592,0.9494,4.00,6.00,2.00
2183,912,medium,0.9410,0.9334,0.0076,0.8886,0.8751,0.9496,0.9404,7.07,7.72,0.65
2184,270,medium,0.9601,0.9525,0.0076,0.9233,0.9093,0.9797,0.9654,1.00,1.41,0.41
2185,2038,medium,0.8806,0.8730,0.0076,0.7867,0.7746,0.9609,0.9297,1.00,1.00,0.00
2186,3278,medium,0.0076,0.0000,0.0076,0.0038,0.0000,0.5036,0.5000,24.04,111.20,87.16
2187,3429,medium,0.8409,0.8333,0.0076,0.7255,0.7143,0.9683,0.9746,1.41,1.91,0.50
2188,686,medium,0.8330,0.8255,0.0075,0.7138,0.7028,0.8763,0.8654,4.12,3.00,-1.12
2189,1584,medium,0.8836,0.8761,0.0075,0.7915,0.7795,0.9534,0.9457,2.13,2.20,0.07
2190,3531,medium,0.9250,0.9175,0.0075,0.8605,0.8476,0.9465,0.9365,2.50,2.92,0.42
2191,3931,medium,0.8945,0.8869,0.0075,0.8091,0.7968,0.9825,0.9844,1.41,1.41,0.00
2192,331,medium,0.9335,0.9260,0.0075,0.8753,0.8622,0.9801,0.9823,2.00,2.24,0.24
2193,1359,medium,0.9380,0.9305,0.0075,0.8833,0.8701,0.9534,0.9401,2.94,3.61,0.66
2194,159,medium,0.9434,0.9359,0.0075,0.8929,0.8795,0.9743,0.9642,1.41,1.41,0.00
2195,937,medium,0.9101,0.9026,0.0075,0.8351,0.8225,0.9863,0.9763,2.83,2.83,0.00
2196,517,medium,0.9049,0.8974,0.0075,0.8263,0.8139,0.9358,0.9293,7.60,7.62,0.02
2197,2594,medium,0.8687,0.8612,0.0075,0.7679,0.7563,0.8839,0.8781,8.54,8.94,0.40
2198,1438,medium,0.9117,0.9042,0.0075,0.8377,0.8252,0.9619,0.9475,1.41,2.00,0.59
2199,4303,medium,0.6270,0.6196,0.0075,0.4567,0.4488,0.7320,0.7280,7.81,7.86,0.05
2200,73,medium,0.9213,0.9139,0.0075,0.8541,0.8414,0.9754,0.9577,2.83,3.08,0.25
2201,3198,medium,0.8740,0.8666,0.0074,0.7762,0.7646,0.8881,0.8823,5.79,5.93,0.14
2202,3279,medium,0.0074,0.0000,0.0074,0.0037,0.0000,0.5036,0.5000,24.60,113.80,89.20
2203,1643,medium,0.8056,0.7981,0.0074,0.6744,0.6641,0.9833,0.9721,1.65,1.41,-0.23
2204,307,medium,0.9163,0.9088,0.0074,0.8454,0.8329,0.9580,0.9569,4.01,3.61,-0.40
2205,547,medium,0.9604,0.9530,0.0074,0.9239,0.9102,0.9753,0.9680,2.24,3.00,0.76
2206,885,medium,0.9577,0.9503,0.0074,0.9188,0.9052,0.9835,0.9836,2.83,3.00,0.17
2207,3852,medium,0.8943,0.8869,0.0074,0.8087,0.7967,0.9743,0.9647,2.00,2.24,0.24
2208,923,medium,0.4979,0.4905,0.0074,0.3315,0.3249,0.9348,0.9733,16.79,15.60,-1.19
2209,4164,medium,0.8341,0.8267,0.0074,0.7154,0.7046,0.8703,0.8591,8.06,8.53,0.47
2210,3280,medium,0.0074,0.0000,0.0074,0.0037,0.0000,0.5036,0.5000,25.00,68.01,43.01
2211,1718,medium,0.9623,0.9550,0.0074,0.9274,0.9138,0.9811,0.9658,1.00,1.41,0.41
2212,1198,medium,0.8939,0.8865,0.0074,0.8081,0.7961,0.9545,0.9659,1.35,1.35,0.00
2213,1308,medium,0.7897,0.7823,0.0074,0.6524,0.6424,0.9016,0.8718,4.30,4.63,0.33
2214,484,medium,0.9242,0.9168,0.0074,0.8590,0.8464,0.9510,0.9463,5.42,6.71,1.29
2215,4275,medium,0.9247,0.9173,0.0073,0.8599,0.8473,0.9316,0.9236,7.98,8.00,0.02
2216,925,medium,0.5930,0.5857,0.0073,0.4215,0.4141,0.9440,0.9506,13.29,12.81,-0.49
2217,2597,medium,0.8700,0.8627,0.0073,0.7699,0.7585,0.8851,0.8794,7.86,8.14,0.28
2218,2403,medium,0.9682,0.9609,0.0073,0.9384,0.9248,0.9921,0.9814,1.00,1.00,0.00
2219,177,medium,0.8742,0.8670,0.0072,0.7765,0.7652,0.9235,0.9173,1.47,1.62,0.15
2220,4162,medium,0.8404,0.8332,0.0072,0.7248,0.7141,0.8649,0.8580,7.02,7.02,0.00
2221,157,medium,0.9229,0.9157,0.0072,0.8568,0.8444,0.9440,0.9338,2.88,3.61,0.73
2222,4282,medium,0.9528,0.9456,0.0072,0.9099,0.8969,0.9633,0.9538,3.96,5.10,1.14
2223,437,medium,0.8782,0.8710,0.0072,0.7828,0.7715,0.9696,0.9572,5.10,6.14,1.04
2224,1047,medium,0.8648,0.8577,0.0072,0.7618,0.7508,0.9106,0.9021,6.32,6.32,0.00
2225,4082,medium,0.8317,0.8246,0.0071,0.7119,0.7015,0.9228,0.8935,5.10,7.40,2.30
2226,1685,medium,0.2963,0.2892,0.0071,0.1739,0.1690,0.9999,0.9999,4.58,4.58,0.00
2227,3809,medium,0.8612,0.8541,0.0071,0.7563,0.7453,0.9864,0.9940,4.24,4.24,0.00
2228,1434,medium,0.8409,0.8338,0.0071,0.7255,0.7150,0.8798,0.8772,4.20,3.94,-0.26
2229,1197,medium,0.9171,0.9100,0.0071,0.8468,0.8348,0.9434,0.9528,1.00,1.00,0.00
2230,799,medium,0.9569,0.9498,0.0071,0.9174,0.9045,0.9851,0.9771,1.00,1.12,0.12
2231,430,medium,0.9224,0.9153,0.0071,0.8560,0.8439,0.9373,0.9308,6.40,6.39,-0.01
2232,443,medium,0.8997,0.8927,0.0071,0.8177,0.8061,0.9743,0.9646,2.83,3.16,0.33
2233,3620,medium,0.8768,0.8697,0.0071,0.7806,0.7695,0.8977,0.8934,4.15,4.12,-0.02
2234,3789,medium,0.7459,0.7389,0.0070,0.5947,0.5859,0.9340,0.9169,9.13,9.22,0.09
2235,4121,medium,0.8493,0.8423,0.0070,0.7380,0.7275,0.8764,0.8721,9.11,9.15,0.04
2236,1282,medium,0.8013,0.7943,0.0070,0.6685,0.6588,0.9213,0.9212,8.06,8.03,-0.04
2237,1171,medium,0.8759,0.8689,0.0070,0.7792,0.7682,0.9335,0.9236,6.38,7.60,1.22
2238,924,medium,0.7256,0.7187,0.0069,0.5693,0.5609,0.9906,0.9927,10.36,9.60,-0.76
2239,1206,medium,0.8103,0.8034,0.0069,0.6812,0.6714,0.9796,0.9796,1.21,1.71,0.50
2240,717,medium,0.9376,0.9307,0.0069,0.8826,0.8704,0.9633,0.9456,2.24,4.03,1.79
2241,2454,medium,0.8692,0.8623,0.0069,0.7687,0.7580,0.8914,0.8847,13.93,14.59,0.66
2242,1720,medium,0.9562,0.9493,0.0069,0.9161,0.9036,0.9745,0.9572,1.94,2.00,0.06
